County,Poverty %,Poverty % (U18),MedHHInc,MedHHInc_log,PopDen_log,PopDen,Firearms %,Firearms_adj,Homicide_log,Homicide_adj
"Clay County, MS",22.7,33.5,40257,10.603039180769068,2.925869821412779,18.65044155,0.8888888888888888,1.0921899318291453,-0.4508117082876155,0.6371107935670013
"Clay County, WV",22.3,31.0,38261,10.552186379610337,2.2945161399751957,9.919635136,0.75,1.8322662079214977,0.35423913741537444,1.4250959394944982
"Clayton County, GA",18.9,29.1,51422,10.847821375434926,6.632597732585378,759.4524648,0.6349206349206349,0.5277579227184283,0.30430181915263216,1.3556781639829625
"Clearfield County, PA",14.2,19.0,54539,10.906671321064639,3.297942253305442,27.05690534,0.6666666666666666,1.3104886541055576,-1.8441327754309245,0.15816242377136042
"Cleburne County, AL",15.0,22.1,49769,10.815147579225588,2.3318869602888856,10.29735391,0.8620689655172413,1.5205055376811683,-0.4019376819279158,0.669022436579714
"Cleburne County, AR",16.7,26.2,50200,10.82377030567982,2.86744877234184,17.5920795,0.7368421052631579,1.50216204036524,-0.49755084363809676,0.6080179687192638
"Clermont County, OH",9.5,10.1,70789,11.167458900379435,5.156447080076613,173.5467612,0.5375722543352601,0.8356106719163383,-2.073134641358319,0.12579085383686814
"Cleveland County, NC",18.0,26.8,49009,10.799759233696244,4.39212124917707,80.81165896,0.55,0.922519540641179,-0.501379301263888,0.6056946478957236
"Cleveland County, OK",12.3,13.5,67692,11.122723283527977,5.2896397270046025,198.2719805,0.6071428571428571,0.9609549697831201,-1.1953949103711294,0.3025844368521243
"Clinton County, NY",15.1,20.9,60094,11.003665281928944,3.403190310126991,30.05984747,0.46017699115044247,0.5821686229025136,-1.7196501394829502,0.17912880704692727
"Clinton County, OH",12.0,15.8,62999,11.050874132231819,3.6783479214432084,39.58094919,0.5625,0.7802222332994515,-1.3467887740605575,0.26007407776648384
"Coahoma County, MS",37.9,54.1,31234,10.349262524047791,2.8114385853866986,16.6338302,0.782608695652174,0.6775552301617476,1.2090004028190207,3.3501341935775293
"Cobb County, GA",9.6,12.2,87532,11.37975971977425,6.741334367113672,846.6897774,0.5770456960680127,0.6731600787064218,-0.9152291159277262,0.400424871864041
"Cochise County, AZ",17.1,26.0,55748,10.9285968142394,2.0680215853697477,7.909160031,0.7232142857142857,1.722501469088187,-0.9239321758187005,0.39695507106559047
"Cocke County, TN",21.0,33.0,40572,10.610833452495886,3.4437623254834167,31.30451466,0.6222222222222222,1.4301402048165077,-0.48952537559528736,0.6129172306356462
"Coconino County, AZ",16.9,19.4,63829,11.063962911512936,1.067372906823422,2.907730578,0.46883468834688347,1.1316390581623228,-0.4046517054905066,0.6672091556795198
"Coffee County, AL",15.9,24.2,55052,10.916033472099423,3.372958144987559,29.16467291,0.8222222222222222,1.3088889478478505,-0.8568326169239568,0.4245045236263299
"Coffee County, GA",26.0,35.0,36708,10.510749993938903,3.3323855437876304,28.0050694,0.7014925373134329,0.9933655860117216,-0.27328518279253905,0.7608757680089784
"Coffee County, TN",15.6,20.5,55070,10.916360382256528,3.8934966917690916,49.08221218,0.6083916083916084,1.4503408300950722,-0.7982726686009449,0.4501057748570914
"Colbert County, AL",16.5,23.6,53341,10.884460545216813,3.5694467767340363,35.49694998,0.7474747474747475,1.2314184776006643,-0.7286025244750097,0.4825829168975576
"Cole County, MO",11.6,14.7,63972,11.066200766610761,4.326513349294197,75.67995645,0.626984126984127,0.9384116847696972,-0.7441349282728645,0.47514515684541625
"Coles County, IL",17.4,20.4,47693,10.772539915583412,3.671208164288554,39.29935727,0.4,0.38115500361231,-1.2223782622637875,0.29452886642769405
"Colfax County, NM",18.8,28.7,42787,10.663989597114305,0.23836545683109817,1.269172936,0.4772727272727273,1.5085556657040646,0.0056875721896361975,1.005703777136043
"Colleton County, SC",20.9,30.6,46629,10.749977944151007,2.6195565428035135,13.72963373,0.7333333333333333,1.3180029619121107,0.4734771175140631,1.6055672445111169
"Collier County, FL",10.4,17.3,75799,11.235840378931302,4.253983417568405,70.38522842,0.49433962264150944,0.6679951781966375,-1.3566983106598873,0.25750959159488696
"Collin County, TX",6.6,7.9,102119,11.533894078906377,6.07167922207122,433.4078589,0.5626715462031107,0.6086404377935825,-1.6502917085105364,0.1919938941983008
"Colonial Heights city, VA",9.4,16.4,59455,10.99297500287168,6.806112870256712,903.3525249,0.575,1.1884769409636997,-0.3237642804814728,0.7234207466735564
"Colorado County, TX",12.4,21.8,62004,11.034954178075186,2.13444255224105,8.452333459,0.675,1.1673252687009832,-0.5761724719653527,0.5620454997449178
"Colquitt County, GA",22.4,30.8,44485,10.702907332678867,3.4716496206874297,32.18979963,0.7125,1.131450758072008,-0.02773030373808652,0.9726506516759367
"Columbia County, AR",23.2,34.1,44651,10.706631982470423,2.4884843264305165,12.04300901,0.6122448979591837,1.1385631333257429,-0.27569805004909903,0.7590420888838286
"Columbia County, FL",16.5,22.7,52035,10.85967184807196,3.510184081858705,33.45442557,0.6413793103448275,1.222905412868647,-0.172486896334042,0.8415693163827247
"Columbia County, GA",7.3,9.2,87281,11.376888077819869,5.278396653139967,196.0552786,0.6590909090909091,0.9218476624486309,-1.2969089209136724,0.2733755136916629
"Columbia County, OR",10.2,12.5,78267,11.267881337202681,3.395623203423434,29.83323986,0.6230769230769231,1.4552222717277263,-1.3802331720269285,0.2515198988171379
"Columbia County, PA",16.2,18.3,56300,10.938449814127782,3.9688468754589987,52.92346829,0.6209677419354839,1.054992512293403,-1.3458327731366246,0.26032282770876175
"Columbia County, WI",7.7,10.6,74842,11.223134503708133,3.3577571430859625,28.7246932,0.5491803278688525,1.0685379370838484,-1.7405060464539146,0.17543160161078106
"Columbiana County, OH",16.7,24.3,51019,10.839953391346915,4.324016179935452,75.49120655,0.5633802816901409,1.0428153929980162,-1.1346496659516672,0.3215347461743883
"Columbus County, NC",23.4,33.9,41206,10.626339155802404,3.142798157090912,23.16860564,0.72,0.8671926564841119,0.49349465031094797,1.6380305733588783
"Comal County, TX",5.3,9.6,93487,11.445577668177023,4.535029865468937,93.22629951,0.6227106227106227,1.1714184913232344,-1.1274354351303026,0.32386275936583536
"Comanche County, OK",19.2,23.4,50090,10.821576666351662,3.7899610454182713,44.25467632,0.6375545851528385,1.07601928875125,-0.012498433829762009,0.9875793472100515
"Concordia Parish, LA",33.7,55.7,36821,10.5138236135709,2.4061256907053745,11.09090819,0.7142857142857143,1.1330468990772466,0.43239507465050236,1.5409437827450554
"Conecuh County, AL",22.4,33.9,35621,10.480690630565247,1.7374784125873668,5.682995171,0.75,1.2986825586932367,0.20419192038414072,1.2265335276547238
"Conejos County, CO",16.7,22.7,45931,10.734895549344964,0.8927294344753604,2.441785257,0.68,1.881467544684854,0.10142383013796413,1.1067456145205026
"Contra Costa County, CA",8.8,11.3,110595,11.61363015909186,6.4137544715314725,610.1802904,0.35624012638230645,0.36769360800942663,-0.513463585425277,0.5984193088224372
"Conway County, AR",16.9,25.7,47741,10.773545846468581,2.6821284713066684,14.61617031,0.5454545454545454,1.0353574571620854,-0.6584004442301102,0.5176787285810427
"Cook County, GA",20.1,30.5,44995,10.714306651468048,3.369515920312926,29.06445414,0.88,1.1650629398774566,-0.1656786199143178,0.8473185017290594
"Cook County, IL",13.8,18.9,72063,11.185296015408854,7.665950566599941,2134.420727,0.3132530120481928,0.26353385265346957,0.2422829950540467,1.2741547212841158
"Cooke County, TX",13.0,19.3,58060,10.969232237578622,2.8601923377278156,17.46488577,0.53,1.2201775933953858,-0.938082152987912,0.39137771863625587
"Coos County, NH",12.5,20.5,53602,10.889341659795601,1.930505517931847,6.892993893,0.6710526315789473,1.454234388366125,-1.254760971158041,0.285143997718848
"Coos County, OR",17.4,24.4,54067,10.897979297204449,2.7288351934322357,15.31503757,0.5857142857142857,1.7634863695407192,-0.7791557111171433,0.4587932018317319
"Coosa County, AL",17.1,29.9,45954,10.735396175137648,1.8623554322768219,6.438885282,0.6956521739130435,1.3435329879333944,0.08766333772159723,1.0916205526958829
"Copiah County, MS",20.9,27.9,43471,10.679849328089071,2.6579235424217345,14.26663426,0.7111111111111111,1.0136815329398983,0.04436044442641301,1.04535908084427
"Coryell County, TX",13.6,17.9,59718,10.997388761474118,3.3201261951188283,27.66384138,0.5273972602739726,0.9238385130279227,-0.9572875111186703,0.38393288853108476
"Covington County, AL",19.8,28.3,44188,10.696208537992165,2.638607475588964,13.99370346,0.6935483870967742,1.0413437693738377,-0.8874748065723725,0.41169404835709855
"Covington County, MS",19.9,30.6,43796,10.687297767993316,2.8798915900597244,17.81234204,0.5789473684210527,1.0383872901395688,0.4123622764840074,1.5103815129302818
"Coweta County, GA",8.1,12.5,85182,11.352545422891628,4.812532792222223,123.0428652,0.6756756756756757,0.9843068675090145,-0.8993184823737962,0.4068468385703927
"Cowley County, KS",13.9,17.8,51699,10.853193717949686,2.5020006471867533,12.20689123,0.6923076923076923,1.145930419104952,-1.1054962321728505,0.33104656551920836
"Cowlitz County, WA",12.6,15.9,70104,11.157735132735686,3.5718197642174183,35.58128382,0.5161290322580645,0.9677146209582793,-1.3173297150410501,0.26784958258666663
"Craighead County, AR",18.2,24.2,52490,10.868377954246345,4.055278659765025,57.70123977,0.6685714285714286,1.0201074513182056,-0.46559984960424255,0.6277584315804342
"Craven County, NC",12.6,18.0,57628,10.961763839681364,4.031166643933419,56.326586,0.6134969325153374,0.8788751803891308,-0.5001760746036226,0.6064238744685002
"Crawford County, AR",14.7,20.9,54065,10.897942305379637,3.708674412508161,40.79968711,0.5517241379310345,1.1658187763857577,-0.8613071521783963,0.4226093064398372
"Crawford County, KS",21.3,22.8,47718,10.77306396418519,3.2426958164453334,25.60264884,0.48484848484848486,0.7437277026948509,-0.9892274827015876,0.37186385134742544
"Crawford County, MO",15.8,22.8,49511,10.809950146091303,2.5357634191206846,12.62606615,0.603448275862069,1.3056437383191517,-0.030555318250536374,0.969906777037084
"Crawford County, PA",15.0,21.1,55141,10.917648820068036,3.4923723447461756,32.86381961,0.5950920245398773,1.0189685726981552,-1.154722684393068,0.315144919391182
"Creek County, OK",14.3,19.2,53287,10.883447677965874,3.364393156821091,28.91594453,0.6629834254143646,1.537070292786273,-0.4455905400850499,0.6404459553276137
"Crenshaw County, AL",17.5,28.9,38037,10.546314649196058,2.1738733023779497,8.792273306,0.782608695652174,1.1773401270219181,-0.08805666382028329,0.915708987683714
"Crisp County, GA",24.2,38.6,41505,10.633569180889136,3.4766483569880235,32.35111079,0.8378378378378378,1.2283551927725167,0.2681963898117944,1.3076039148868726
"Crittenden County, AR",23.0,32.1,43821,10.68786843351892,3.434182929200782,31.00606806,0.640625,0.7570120549553824,0.6330246455523134,1.883298283059732
"Crockett County, TN",15.6,20.7,50792,10.835494140850285,3.048385517365985,21.08128157,0.782608695652174,1.1303408605661753,-0.20290316667780386,0.8163572881866821
"Cross County, AR",16.7,25.0,45262,10.720223107340692,2.3653309344912294,10.64756188,0.575,1.2199649923089164,-0.37172269496290933,0.6895454304354744
"Cullman County, AL",13.5,17.5,55036,10.915742795547708,3.7670590957418293,43.25267563,0.5795454545454546,1.1302715532812226,-0.9761543721760673,0.3767571844270742
"Culpeper County, VA",8.9,12.0,82220,11.317153860451869,3.939055918159075,51.37008084,0.5977011494252874,0.9479053115509554,-1.2321556603875494,0.29166317278490933
"Cumberland County, ME",7.7,8.7,80484,11.295813685887737,4.900969313582435,134.4200117,0.4198645598194131,0.5844575762355779,-2.0016176400145156,0.13511653644155833
"Cumberland County, NC",15.8,21.7,52463,10.867863438213538,5.280651539138037,196.4978597,0.6213235294117647,0.9367349189835151,0.05701977238859957,1.0586767427565171
"Cumberland County, NJ",14.4,20.9,58030,10.968715397184654,4.808387743532791,122.5339021,0.33986928104575165,0.3065685254348704,-0.28152742924399854,0.7546302164550656
"Cumberland County, PA",8.0,10.5,81975,11.314169601712848,5.165540280791116,175.1320535,0.5611111111111111,0.7474709947950857,-1.9104480207071362,0.1480140583752645
"Cumberland County, TN",14.9,23.9,52000,10.858998997563564,3.5038159009816376,33.24205865,0.7517241379310344,1.6953818731014445,-0.7622424912442675,0.4666188641563609
"Curry County, NM",18.9,24.5,50322,10.826197636212466,2.623984479225749,13.79056247,0.6292134831460674,1.0233843319858773,-0.4468885217396842,0.6396152074911734
"Custer County, OK",17.0,20.8,51098,10.841500636482598,2.43406628526837,11.40516457,0.72,1.1350880954482967,-0.7487584722975247,0.472953373103457
"Cuyahoga County, OH",16.2,23.1,55250,10.91962361938,6.964934482272651,1058.845542,0.4731121281464531,0.599314100592589,0.15917195923745092,1.1725395583540617
"Dakota County, MN",5.0,5.6,93850,11.449453042014655,5.659782731924157,287.0862611,0.4254937163375224,0.5189563590547375,-1.889889122489332,0.15108856023112607
"Dale County, AL",15.7,22.7,50086,10.821496806904248,3.5232122059165523,33.89312549,0.6777777777777778,1.1188328922197095,-0.4150688442508592,0.6602948216378612
"Dallas County, AL",29.5,45.4,33159,10.409069451979065,2.7594422713445987,15.79103338,0.6666666666666666,0.6282520457457239,1.122962569349787,3.0739475095415782
"Dallas County, AR",20.2,32.6,42442,10.655893716970995,1.458528000773684,4.299625822,,,0.18245756604279326,1.200163222198219
"Dallas County, IA",5.3,5.3,94467,11.456005846145892,4.009672010410983,55.12878593,0.48484848484848486,0.5380761758926179,-2.0930608760744436,0.12330912364205827
"Dallas County, TX",14.4,20.3,63549,11.059566540852567,7.043329259727482,1145.193915,0.5356290487555404,0.5632306537440784,-0.20908704042888862,0.8113246145275935
"Dane County, WI",11.3,10.1,77653,11.260005462730717,5.141530010158843,170.9771651,0.40273972602739727,0.5115975154458077,-1.7288240197826523,0.17749301556283123
"Danville city, VA",24.2,37.8,37652,10.53614135266711,5.925609286382542,374.5065476,0.6521739130434783,0.9783246733482619,0.6600601927610957,1.9349087983998956
"Darlington County, SC",20.9,28.6,46291,10.742702836729976,3.8354906704803864,46.31614806,0.7641509433962265,1.090425925751418,0.3072397396541244,1.3596668950727555
"Dauphin County, PA",11.8,17.0,66121,11.099241675837533,5.307887498897289,201.9232145,0.4896373056994819,0.6285748113776697,-0.4027423334089441,0.6684843232111726
"Davidson County, NC",13.6,19.6,53473,10.886932132596673,4.744338032792984,114.9316993,0.6013986013986014,0.9477638833633275,-1.090270488572032,0.33612556328583126
"Davidson County, TN",15.0,21.1,65463,11.089240376519239,6.262521255847894,524.5397733,0.525879917184265,0.6890145179970456,0.07032358311197441,1.0728552829442186
"Davie County, NC",9.7,14.4,67224,11.115785605608053,4.1187628780095515,61.48313306,0.6097560975609756,1.0815487778498811,-1.5310438450060884,0.2163097555699762
"Daviess County, IN",12.7,17.4,59888,11.00023143014421,3.388099810730478,29.60963487,0.45714285714285713,0.44467048527445896,-1.1851152030792156,0.3057109586261905
"Daviess County, KY",13.6,17.2,59304,10.990432036336555,4.432918970231933,84.17676813,0.5980861244019139,1.1445523884519242,-1.1669395792280854,0.3113182496589234
"Davis County, UT",6.4,6.4,93260,11.443146570362313,6.086307062574385,439.7942758,0.4702886247877759,0.753071007255581,-2.078971866182174,0.12505872322655856
"De Soto Parish, LA",19.6,25.7,48007,10.779102112590714,2.4840801024585173,11.99008553,0.8333333333333334,1.171563803364731,-0.1781327961725,0.8368312881176652
"DeKalb County, AL",19.4,29.3,45062,10.715794598265331,3.5660274003847325,35.37577983,0.673202614379085,1.3140353003463694,-0.7507082910844769,0.4720320981826764
"DeKalb County, GA",14.5,22.4,70756,11.166992617563398,6.9770873703941705,1071.792083,0.5581717451523546,0.5012010792612819,0.24178734104474064,1.2735233378748203
"DeKalb County, IL",14.2,16.8,67081,11.113656123399075,4.154562903086233,63.72410485,0.4166666666666667,0.4340451094401339,-1.9134164728527734,0.14757533720964552
"DeKalb County, TN",15.5,21.3,45612,10.72792611877725,3.213387941545071,24.86317869,0.6666666666666666,1.396843134515994,-0.6690873222837872,0.5121758159891977
"DeSoto County, FL",25.5,36.7,43256,10.67489123106184,3.094355548084784,22.07300896,0.6060606060606061,1.0097771674235787,-0.5010959435676762,0.6058663004541474
"DeSoto County, MS",10.8,14.1,72890,11.196706734376258,4.961248052911814,142.7718716,0.7205882352941176,1.0242485621326944,-0.417873518659741,0.6584455042281608
"Dearborn County, IN",7.6,10.5,73150,11.20026740644827,4.137528226124562,62.64777877,0.5242718446601942,0.9876037441155276,-1.0570187977906491,0.34749020626287086
"Decatur County, GA",23.8,35.7,42960,10.668024729182747,2.853529677906232,17.34890996,0.76,1.2761441639912416,-0.13564646197984023,0.8731512700992706
"Decatur County, IN",9.9,14.3,64871,11.080155961534562,3.314788119001669,27.51656313,0.5609756097560976,0.7922292642601269,-0.7293413402955106,0.48222650868007716
"Deer Lodge County, MT",14.6,18.5,45725,10.730400473259067,1.562219195774009,4.769393728,0.7333333333333333,3.2638366894805557,0.17130249031152142,1.1868497052656566
"Del Norte County, CA",21.4,27.2,48108,10.781203762430508,2.353556791125063,10.52293111,0.6231884057971014,1.402863145806418,-0.09048035312837462,0.9134922809902256
"Delaware County, IN",18.4,19.4,50533,10.830381867194474,4.734851769221988,113.8465819,0.5396825396825397,0.7985888465323628,-0.8608978174460707,0.42278233051713326
"Delaware County, OH",4.1,4.0,118661,11.684025967216867,5.14541524985799,171.6427445,0.44976076555023925,0.4423102712444211,-2.4145994751332784,0.089403139932383
"Delaware County, OK",18.1,26.6,47774,10.774236837439904,3.0923127057914392,22.02796331,0.6595744680851063,1.342220855947229,-0.7417663344369552,0.4762719166264361
"Delaware County, PA",10.1,13.9,78194,11.266948197247075,7.076367487293796,1183.661036,0.31791221826809013,0.43262460920518625,-0.3085744418976943,0.7344932730908945
"Delta County, CO",13.9,21.1,52403,10.866719120578702,2.3281191729148745,10.25862867,0.67,1.9919193480775004,-0.87653661934586,0.41622195332962697
"Dent County, MO",16.4,24.6,45530,10.726126728328827,2.073452710249691,7.952232527,0.625,1.167406023815083,-0.5383629667590788,0.5837030119075415
"Denton County, TX",7.4,7.6,98027,11.492998229910825,5.871153583369624,354.6578718,0.5873362445414847,0.6236175077949291,-1.723124024580082,0.1785076137554258
"Denver County, CO",11.7,15.8,81262,11.30543378159424,7.465388340900484,1746.533667,0.3878469617404351,0.6960886415702251,-0.399721065662999,0.670507047392596
"Des Moines County, IA",13.2,18.5,53917,10.895201106056144,3.6039346879396468,36.74252075,0.524390243902439,0.9826482599127501,-0.6006503312941445,0.548454842742
"Deschutes County, OR",8.7,10.1,79648,11.285372205167318,3.140391382601585,23.11291108,0.5621890547263682,1.1580259654016685,-1.6362320380198232,0.19471233046576727
"Desha County, AR",27.6,37.5,39042,10.572393268723038,1.7875813019977664,5.974983295,0.7058823529411765,0.9044794343988604,0.359136617990146,1.4320924377981956
"Dickson County, TN",12.1,17.2,61219,11.022212877834795,3.712917212578043,40.97315977,0.6422764227642277,1.3877933909413982,-0.5759969524511249,0.5621441583560094
"Dillingham Census Area, AK",21.8,31.0,58389,10.974882794910684,-2.2558415741560363,0.104785322,0.7,2.569467386117535,0.6072263980523451,1.8353338472268106
"Dillon County, SC",26.1,39.6,39613,10.586912626197837,3.381871644115981,29.42579422,0.8571428571428571,0.8776420683098076,0.8377340352659218,2.311124113215827
"Dinwiddie County, VA",11.9,16.2,66397,11.103407153720955,3.076871031882957,21.69042745,0.6538461538461539,1.0980458014281056,-0.43709619534016575,0.6459092949577091
"District of Columbia, DC",16.8,25.5,91072,11.419405681449524,8.371693912828585,4322.952569,0.22510822510822512,0.14196452142804294,0.6068365202450711,1.8346184307624014
"Dixie County, FL",23.4,32.7,39029,10.572060238529494,2.1972904931637234,9.000593262,0.6666666666666666,1.4393268379096547,0.15060143031611678,1.162533215234721
"Dodge County, GA",25.6,31.7,40856,10.61780896832748,2.790275118638282,16.28549963,0.625,0.8652277928471618,-0.1960557567748614,0.8219664032048037
"Dona Ana County, NM",19.3,22.7,46619,10.749763462338244,3.083405416195089,21.83262512,0.5728643216080402,0.9638668308058602,-0.8121874150286099,0.4438860405026988
"Dooly County, GA",22.5,33.8,43270,10.67521483321893,2.6154814146430905,13.67379756,0.7058823529411765,0.7786140669608098,-0.3372511539655406,0.7137295613807423
"Dorchester County, MD",15.0,25.7,54731,10.91018555548575,3.136993572636243,23.03451107,0.673469387755102,0.9279281052551662,-0.4358143675198196,0.6467377703293582
"Dorchester County, SC",9.9,14.0,71548,11.178123832113137,4.659414031764603,105.5742009,0.5529411764705883,0.8464863910803148,-0.42407316237909337,0.6543760044521583
"Dougherty County, GA",26.1,38.4,41985,10.645067690617664,4.672525410863528,106.9675386,0.7254901960784313,0.7357642054691143,0.3090702480363792,1.362158056071198
"Douglas County, CO",2.9,2.8,129839,11.774050500371999,5.017286278516031,151.0009727,0.5212765957446809,0.8311080932401512,-2.15500311711896,0.11590282932940885
"Douglas County, GA",12.8,20.8,66162,11.099861558986733,5.612003667143877,273.6920768,0.5885416666666666,0.7331069135874555,-0.7071182086031644,0.4930630569260762
"Douglas County, KS",15.9,10.6,59763,10.998142019349894,4.615945175726533,101.0833249,0.4722222222222222,0.6582416893114714,-1.602737824583086,0.20134451673056775
"Douglas County, NE",11.7,13.6,69475,11.148722254610705,6.486899295906291,656.4846395,0.45875542691751087,0.5254474010575914,-0.3911397862828379,0.6762856139794866
"Douglas County, NV",8.0,11.4,74053,11.212536332042088,3.258840555786993,26.01935166,0.608,1.4447790248501993,-1.2547267532928903,0.2851537549046446
"Douglas County, OR",16.5,22.1,52042,10.859806363863356,2.1169221413528723,8.305534845,0.5981873111782477,1.657726386399276,-0.6396852875054168,0.5274583956724969
"Douglas County, WA",10.0,14.1,64932,11.081095847430735,2.172495326260778,8.780166107,0.5925925925925926,0.7115396160799058,-1.2411107286779226,0.28906296903246176
"Douglas County, WI",14.4,18.3,58412,10.975276627160362,2.5531914308603176,12.84804206,0.48148148148148145,0.8123510689706887,-1.5687992344436765,0.2082951458899202
"Drew County, AR",16.5,25.2,46572,10.748754781156906,2.154536904283484,8.623895565,0.6333333333333333,0.9330832015557934,0.07734256845387479,1.0804121281172345
"DuPage County, IL",6.9,7.5,99536,11.5082746667548,7.000978556355958,1097.706801,0.31162324649298595,0.30504581081863114,-1.8150984380708697,0.16282187972955872
"Dubuque County, IA",8.1,9.4,73968,11.211387846228007,4.1181026029516525,61.44255068,0.3533834586466165,0.44407113074682375,-2.0228607970913264,0.13227650703096877
"Dunklin County, MO",22.3,32.0,42932,10.667372747601416,3.077859426492024,21.71187675,0.6285714285714286,1.3025844459575475,-0.3009634827576952,0.7401047988395156
"Duplin County, NC",19.1,28.4,45149,10.717723410205611,3.33182378235042,27.98934165,0.5223880597014925,0.5371360519579377,-0.8446474122752191,0.4297088415663501
"Durham County, NC",13.4,19.3,71436,11.17655722294139,6.02360785396843,413.0661931,0.4463667820069204,0.39238946936168273,0.10732054089957432,1.113291052607565
"Dutchess County, NY",9.7,11.6,87370,11.37790725329214,4.960165067912666,142.6173355,0.36855670103092786,0.43954990090147694,-1.4541153181130455,0.23360694033924648
"Duval County, FL",14.9,20.9,60121,11.004114477128445,6.1478884239782525,467.7286986,0.5691358024691358,0.9174138481729832,0.25814665304469975,1.2945286512722898
"Duval County, TX",30.0,43.3,37921,10.543260327329259,0.8938487416821107,2.444519895,0.68,1.3507393311456652,-0.22997615581835085,0.7945525477327443
"Dyer County, TN",16.0,22.7,51499,10.849317668987577,3.34348757277307,28.31771478,0.5797101449275363,0.9634700336732777,-0.7816543680915391,0.4576482659948069
"Eagle County, CO",7.1,7.5,94928,11.460873988498424,2.5224681619077005,12.45931034,0.5053763440860215,0.7983408099931886,-1.7727822012291627,0.16985974680706142
"Early County, GA",26.1,41.5,38817,10.566613573984062,2.0534004275573343,7.794360252,0.8125,1.1294820890205652,-0.14060506510814585,0.8688323761696657
"East Baton Rouge Parish, LA",19.2,26.9,51746,10.854102413454237,5.931089011376407,376.5643735,0.6509433962264151,0.7072272060671485,0.7057349824354229,2.025334723461863
"East Feliciana Parish, LA",20.1,23.4,51296,10.84536805540928,2.809684790509679,16.60468344,0.7272727272727273,0.7405830239856326,0.36108094950545677,1.4348796089721634
"Eaton County, MI",8.8,12.0,70638,11.165323522306252,4.294149465994769,73.26986942,0.5508021390374331,0.8597806307283928,-1.5669311661829757,0.20868461910883318
"Eau Claire County, WI",12.5,11.5,63073,11.05204806472275,4.132527039960855,62.33524773,0.5363128491620112,0.8529731890979364,-2.2384687049679766,0.10662164863724205
"Ector County, TX",16.6,22.0,58389,10.974882794910684,4.220899472835676,68.09470609,0.5355648535564853,0.7552152629004631,-0.43230235207382217,0.6490131165550856
"Eddy County, NM",13.8,17.2,66191,11.100299781021203,1.6695790924231289,5.309932336,0.65625,1.6901680509947845,-0.08608111987321443,0.9175197991114545
"Edgecombe County, NC",22.4,33.0,41157,10.625149300994275,3.707222800756268,40.74050477,0.6666666666666666,0.7075769700543317,0.298448152604621,1.3477656572463461
"Edgefield County, SC",16.8,22.8,57774,10.964294126468339,3.0272186600146997,20.63974653,0.6666666666666666,0.9524198266595916,-0.38522158363110537,0.6802998761854225
"Effingham County, GA",9.2,12.6,76626,11.246691723724316,3.8570876133844383,47.32731502,0.6458333333333334,0.9746466120026157,-0.894718169936583,0.4087227727752905
"Effingham County, IL",9.3,12.4,69988,11.15607907776451,3.316377669220248,27.56033687,0.4418604651162791,0.5044176365644379,-0.7955763451798085,0.45132104324186556
"El Dorado County, CA",8.8,10.5,87689,11.381551742899505,3.7424102686227725,42.19958001,0.49076517150395776,0.9104744208085502,-1.3492442339357535,0.25943625969275896
"El Paso County, CO",9.6,11.5,79094,11.278392297528544,4.827718111952736,124.925569,0.5212824765063571,1.2662291842597104,-0.5239780696276799,0.5921602017587829
"El Paso County, TX",20.1,27.4,50983,10.839247522805225,5.76585207144426,319.2109187,0.5233100233100233,0.490965630984327,-1.18719225755374,0.30507663929761075
"Elbert County, GA",19.2,30.3,42866,10.665834249897078,3.050572781234932,21.12744236,0.7096774193548387,1.0278548668927947,-0.4245111467423021,0.6540894607499603
"Elkhart County, IN",11.3,15.4,62233,11.038640684660965,5.134185485177782,169.7260192,0.4896265560165975,0.5293848996097805,-0.8423759461869312,0.43068602002151635
"Elko County, NV",9.7,12.0,81466,11.307941034271929,0.16130773915279184,1.175046521,0.7908496732026143,2.1240329944827803,-0.74663704220777,0.47395777562838903
"Ellis County, TX",8.8,12.4,87698,11.381654373083132,4.243789160943195,69.67134826,0.6167400881057269,0.7636094290492298,-0.9346751426475564,0.39271342065388964
"Elmore County, AL",12.0,17.3,63147,11.053220620711953,3.925954316702556,50.70144021,0.7267080745341615,1.3114077906589656,-0.22839284820765213,0.79581156527168
"Emanuel County, GA",24.1,33.2,45252,10.720002147046358,2.546639892935086,12.76414276,0.8064516129032258,1.0027153531764017,0.002711673264966359,1.0027153531764017
"Emporia city, VA",21.1,33.8,41610,10.636095801976987,5.70688684211748,300.9327573,,,0.909728974039014,2.483649308717609
"Erie County, NY",13.7,19.2,63014,11.051112202908191,5.83073804260925,340.609971,0.28751123090745734,0.3160909350157537,-0.4727404710081566,0.6232918124841892
"Erie County, OH",12.6,20.4,59226,10.989115913645943,4.748216223726948,115.3782918,0.6120689655172413,0.8552382742014363,-1.28356082670598,0.2770490184032822
"Erie County, PA",15.8,23.8,56799,10.947273998920458,4.892935192750727,133.3443917,0.48588709677419356,0.7927782832698782,-0.8571962179151758,0.42435020141831653
"Escambia County, AL",23.8,29.9,40506,10.609205390269926,2.724425325922836,15.24764898,0.5970149253731343,0.9691096305269533,0.23098672877523563,1.2598425196850394
"Escambia County, FL",18.5,28.1,54492,10.905809180885951,5.209933592616024,183.0818998,0.5608552631578947,0.9994607015569311,-0.20840441501295742,0.811878634402551
"Essex County, MA",9.6,12.2,87145,11.375328676955782,6.41726553279278,612.3264362,0.21653543307086615,0.19433372329633808,-1.6321360601751116,0.19551150343752802
